Course,Error Message,Meeting Days,Start Time,End Time,Meeting Type (Discussion Lecture etc),Section Notes,Section Text,Section Capp Area,XML Link
HIST 283,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/283.xml
HIST 284,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/284.xml
HIST 285,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/285.xml
HIST 286,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/286.xml
HIST 287,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/287.xml
HIST 288,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/288.xml
IB 110,,R,09:00 AM,09:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/IB/110/73110.xml
IB 110,,R,10:00 AM,10:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/IB/110/73111.xml
IB 110,,R,11:00 AM,11:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/IB/110/73112.xml
IB 110,,R,01:00 PM,01:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/IB/110/73113.xml
IB 110,,R,02:00 PM,02:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/IB/110/73114.xml
IB 110,,F,09:00 AM,09:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/IB/110/73115.xml
IB 110,,F,01:00 PM,01:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/IB/110/73116.xml
IB 110,,F,02:00 PM,02:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/IB/110/73117.xml
IB 110,,F,10:00 AM,10:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/IB/110/77109.xml
IB 110,,F,11:00 AM,11:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/IB/110/77110.xml
IB 110,,MW,03:00 PM,03:50 PM,LEC,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/IB/110/73004.xml
IHLT 232,,MW,11:00 AM,12:20 PM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/IHLT/232/76887.xml
IHLT 232,,,ARRANGED,,ONL,,2ND EIGHT WEEKS:  Registration for this course will close at 9 AM on the first day of instruction.  No overrides will be given after that time.  It may take 2 - 3 hours after registering for you to have access to the course on Canvas.,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/IHLT/232/78288.xml
IS 145,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/IS/145.xml
ITAL 250,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/ITAL/250.xml
JS 209,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/JS/209.xml
KIN 230,,,ARRANGED,,ONL,,This is an asynchronous online course using Canvas for all course instruction and interaction. You will receive an email from the instructor with specific directives.,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/KIN/230/43225.xml
LAST 232,,TR,01:00 PM,01:50 PM,LCD,,Class has a service-learning component.  Student will arrange 2 additional hours weekly of service learning time outside of the classroom to be coordinated with the instructor. Students must meet the prerequisite requirements for this course (found in the Catalog Entry) or will be told to drop on the first day of classes.  Non-registered students are not allowed to sit in or audit,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LAST/232/70941.xml
LAST 232,,MW,03:00 PM,03:50 PM,LCD,,Class has a service-learning component.  Student will arrange 2 additional hours weekly of service learning time outside of the classroom to be coordinated with the instructor. Students must meet the prerequisite requirements for this course (found in the Catalog Entry) or will be told to drop on the first day of classes.  Non-registered students are not allowed to sit in or audit,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LAST/232/72408.xml
LAST 232,,MW,12:00 PM,12:50 PM,LCD,,Class has a service-learning component.  Student will arrange 2 additional hours weekly of service learning time outside of the classroom to be coordinated with the instructor. Students must meet the prerequisite requirements for this course (found in the Catalog Entry) or will be told to drop on the first day of classes.  Non-registered students are not allowed to sit in or audit,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LAST/232/70940.xml
LAW 302,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/LAW/302.xml
LEAD 340,,MW,01:00 PM,02:20 PM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LEAD/340/73434.xml
LING 250,,F,11:00 AM,11:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LING/250/32039.xml
LING 250,,F,12:00 PM,12:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LING/250/32046.xml
LING 250,,F,11:00 AM,11:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LING/250/40577.xml
LING 250,,MW,11:00 AM,11:50 AM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LING/250/32049.xml
LLS 100,,R,02:00 PM,02:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LLS/100/32234.xml
LLS 100,,R,03:00 PM,03:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LLS/100/32235.xml
LLS 100,,F,12:00 PM,12:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LLS/100/32236.xml
LLS 100,,F,01:00 PM,01:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LLS/100/39710.xml
LLS 100,,MW,12:00 PM,12:50 PM,LEC,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LLS/100/32237.xml
LLS 200,,TR,01:00 PM,02:20 PM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LLS/200/67475.xml
LLS 201,,,ARRANGED,,ONL,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LLS/201/71042.xml
LLS 201,,,ARRANGED,,ONL,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LLS/201/71045.xml
LLS 201,,,ARRANGED,,ONL,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LLS/201/74250.xml
LLS 215,,TR,11:00 AM,12:20 PM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LLS/215/55769.xml
LLS 220,,TR,09:30 AM,10:50 AM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LLS/220/48137.xml
LLS 230,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/LLS/230.xml
LLS 240,,MW,09:00 AM,10:20 AM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LLS/240/58201.xml
LLS 242,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/LLS/242.xml
LLS 246,,MW,01:00 PM,02:20 PM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LLS/246/63695.xml
LLS 248,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/LLS/248.xml
LLS 250,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/LLS/250.xml
LLS 258,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/LLS/258.xml
LLS 259,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/LLS/259.xml
LLS 265,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/LLS/265.xml
LLS 279,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/LLS/279.xml
LLS 280,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/LLS/280.xml
LLS 281,,F,09:00 AM,09:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LLS/281/71411.xml
LLS 281,,F,01:00 PM,01:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LLS/281/71415.xml
LLS 281,,F,11:00 AM,11:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LLS/281/71419.xml
LLS 281,,F,11:00 AM,11:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LLS/281/75271.xml
LLS 281,,W,03:00 PM,03:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LLS/281/75274.xml
LLS 281,,W,02:00 PM,02:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LLS/281/75277.xml
LLS 281,,F,11:00 AM,11:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LLS/281/78176.xml
LLS 281,,F,10:00 AM,10:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LLS/281/78180.xml
LLS 281,,W,02:00 PM,02:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LLS/281/78184.xml
LLS 281,,MW,11:00 AM,11:50 AM,LCD,,"Topic:  Contrary to some pundits and popular (mis)perceptions, race remains a salient factor in contemporary American life.  We need to look no further than the 2016 U.S. presidential election in which President Trump capitalized on the racial anxieties a significant portion of white America.  This course is geared toward developing a historical understanding of the construction of race in the United States from the colonial period to the present.  Through course materials, class discussions, and lectures, we explore the making of race and white supremacy, as well as movements and organizations committed to racial justice and equality.  Transnational and intersectional in scope, this class focuses special attention to the gendered contours of race, as well as to the Midwest as a geographic site of inquiry for examining race in U.S. life and history.  .Individual and group assignments will be used to accomplish the course's major aims: to further develop our ability to think critically, write analytically, and to understand the construction of race in a historically nuanced manner. Graded assignments will consist of individual and group essays.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LLS/281/70108.xml
LLS 282,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/LLS/282.xml
LLS 310,,R,02:00 PM,03:50 PM,DIS,,All students must register for the lecture and one discussion section.,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LLS/310/65002.xml
LLS 310,,R,02:00 PM,03:50 PM,DIS,,All students must register for the lecture and one discussion section.,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LLS/310/33772.xml
LLS 310,,R,02:00 PM,03:50 PM,OD ,,All students must register for the lecture and one discussion section.,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LLS/310/77819.xml
LLS 310,,T,02:00 PM,03:50 PM,LEC,,All students must register for the lecture and one discussion section.,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LLS/310/33766.xml
LLS 322,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/LLS/322.xml
LLS 360,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/LLS/360.xml
MACS 211,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/MACS/211.xml
MACS 250,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/MACS/250.xml
MACS 275,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/MACS/275.xml
MUS 132,,T,10:00 AM,10:50 AM,DIS,,"TOPIC: ""THE HISTORY OF ROCK."" This course is intended to develop your understanding of the history and aesthetics of Rock music, from the 1940s to the present, focusing on critical listening and critical making.  You will have the opportunity to get to know the basic forms of rock songwriting, develop knowledge of the ways musicians and sound engineers collaborate to create recordings, learn the general history of rock music and its importance to musicians, and read and write rock criticism.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/132/73460.xml
MUS 132,,,ARRANGED,,OD ,,"TOPIC: “THE HISTORY OF ROCK.” This course is intended to develop your understanding of the history and aesthetics of Rock music, from the 1940s to the present, focusing on critical listening and critical making. You will have the opportunity to get to know the basic forms of rock songwriting, develop knowledge of the ways musicians and sound engineers collaborate to create recordings, learn the general history of rock music and its importance to musicians, and read and write rock criticism.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/132/73461.xml
MUS 132,,T,02:00 PM,02:50 PM,DIS,,"TOPIC: “THE HISTORY OF ROCK.” This course is intended to develop your understanding of the history and aesthetics of Rock music, from the 1940s to the present, focusing on critical listening and critical making. You will have the opportunity to get to know the basic forms of rock songwriting, develop knowledge of the ways musicians and sound engineers collaborate to create recordings, learn the general history of rock music and its importance to musicians, and read and write rock criticism.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/132/73462.xml
MUS 132,,T,03:00 PM,03:50 PM,DIS,,"TOPIC: “THE HISTORY OF ROCK.” This course is intended to develop your understanding of the history and aesthetics of Rock music, from the 1940s to the present, focusing on critical listening and critical making. You will have the opportunity to get to know the basic forms of rock songwriting, develop knowledge of the ways musicians and sound engineers collaborate to create recordings, learn the general history of rock music and its importance to musicians, and read and write rock criticism.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/132/73463.xml
MUS 132,,,ARRANGED,,OD ,,"TOPIC; “THE HISTORY OF ROCK.” This course is intended to develop your understanding of the history and aesthetics of Rock music, from the 1940s to the present, focusing on critical listening and critical making. You will have the opportunity to get to know the basic forms of rock songwriting, develop knowledge of the ways musicians and sound engineers collaborate to create recordings, learn the general history of rock music and its importance to musicians, and read and write rock criticism.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/132/73464.xml
MUS 132,,R,10:00 AM,10:50 AM,DIS,,"TOPIC: “THE HISTORY OF ROCK.” This course is intended to develop your understanding of the history and aesthetics of Rock music, from the 1940s to the present, focusing on critical listening and critical making. You will have the opportunity to get to know the basic forms of rock songwriting, develop knowledge of the ways musicians and sound engineers collaborate to create recordings, learn the general history of rock music and its importance to musicians, and read and write rock criticism.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/132/73465.xml
MUS 132,,R,03:00 PM,03:50 PM,DIS,,"TOPIC: “THE HISTORY OF ROCK.” This course is intended to develop your understanding of the history and aesthetics of Rock music, from the 1940s to the present, focusing on critical listening and critical making. You will have the opportunity to get to know the basic forms of rock songwriting, develop knowledge of the ways musicians and sound engineers collaborate to create recordings, learn the general history of rock music and its importance to musicians, and read and write rock criticism.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/132/73466.xml
MUS 132,,,ARRANGED,,OD ,,"TOPIC: “THE HISTORY OF ROCK.” This course is intended to develop your understanding of the history and aesthetics of Rock music, from the 1940s to the present, focusing on critical listening and critical making. You will have the opportunity to get to know the basic forms of rock songwriting, develop knowledge of the ways musicians and sound engineers collaborate to create recordings, learn the general history of rock music and its importance to musicians, and read and write rock criticism.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/132/73467.xml
MUS 132,,F,12:00 PM,12:50 PM,DIS,,"TOPIC: “THE HISTORY OF ROCK.” This course is intended to develop your understanding of the history and aesthetics of Rock music, from the 1940s to the present, focusing on critical listening and critical making. You will have the opportunity to get to know the basic forms of rock songwriting, develop knowledge of the ways musicians and sound engineers collaborate to create recordings, learn the general history of rock music and its importance to musicians, and read and write rock criticism.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/132/73468.xml
MUS 132,,F,01:00 PM,01:50 PM,DIS,,"TOPIC: “THE HISTORY OF ROCK.” This course is intended to develop your understanding of the history and aesthetics of Rock music, from the 1940s to the present, focusing on critical listening and critical making. You will have the opportunity to get to know the basic forms of rock songwriting, develop knowledge of the ways musicians and sound engineers collaborate to create recordings, learn the general history of rock music and its importance to musicians, and read and write rock criticism.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/132/73469.xml
MUS 132,,T,04:00 PM,04:50 PM,DIS,,"TOPIC: “THE HISTORY OF ROCK.” This course is intended to develop your understanding of the history and aesthetics of Rock music, from the 1940s to the present, focusing on critical listening and critical making. You will have the opportunity to get to know the basic forms of rock songwriting, develop knowledge of the ways musicians and sound engineers collaborate to create recordings, learn the general history of rock music and its importance to musicians, and read and write rock criticism.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/132/73470.xml
MUS 132,,R,04:00 PM,04:50 PM,DIS,,"TOPIC: “THE HISTORY OF ROCK.” This course is intended to develop your understanding of the history and aesthetics of Rock music, from the 1940s to the present, focusing on critical listening and critical making. You will have the opportunity to get to know the basic forms of rock songwriting, develop knowledge of the ways musicians and sound engineers collaborate to create recordings, learn the general history of rock music and its importance to musicians, and read and write rock criticism.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/132/73471.xml
MUS 132,,,ARRANGED,,OD ,,"TOPIC: ""THE HISTORY OF ROCK."" This course is intended to develop your understanding of the history and aesthetics of Rock music, from the 1940s to the present, focusing on critical listening and critical making. You will have the opportunity to get to know the basic forms of rock songwriting, develop knowledge of the ways musicians and sound engineers collaborate to create recordings, learn the general history of rock music and its importance to musicians, and read and write rock criticism.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/132/75493.xml
MUS 132,,,ARRANGED,,OD ,,"TOPIC: ""THE HISTORY OF ROCK."" This course is intended to develop your understanding of the history and aesthetics of Rock music, from the 1940s to the present, focusing on critical listening and critical making. You will have the opportunity to get to know the basic forms of rock songwriting, develop knowledge of the ways musicians and sound engineers collaborate to create recordings, learn the general history of rock music and its importance to musicians, and read and write rock criticism.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/132/75494.xml
MUS 132,,,ARRANGED,,OD ,,"TOPIC: ""THE HISTORY OF ROCK."" This course is intended to develop your understanding of the history and aesthetics of Rock music, from the 1940s to the present, focusing on critical listening and critical making. You will have the opportunity to get to know the basic forms of rock songwriting, develop knowledge of the ways musicians and sound engineers collaborate to create recordings, learn the general history of rock music and its importance to musicians, and read and write rock criticism.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/132/75495.xml
MUS 132,,,ARRANGED,,OD ,,"TOPIC: ""THE HISTORY OF ROCK."" This course is intended to develop your understanding of the history and aesthetics of Rock music, from the 1940s to the present, focusing on critical listening and critical making. You will have the opportunity to get to know the basic forms of rock songwriting, develop knowledge of the ways musicians and sound engineers collaborate to create recordings, learn the general history of rock music and its importance to musicians, and read and write rock criticism.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/132/75496.xml
MUS 132,,,ARRANGED,,OD ,,"TOPIC: ""THE HISTORY OF ROCK."" This course is intended to develop your understanding of the history and aesthetics of Rock music, from the 1940s to the present, focusing on critical listening and critical making. You will have the opportunity to get to know the basic forms of rock songwriting, develop knowledge of the ways musicians and sound engineers collaborate to create recordings, learn the general history of rock music and its importance to musicians, and read and write rock criticism.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/132/75497.xml
MUS 132,,,ARRANGED,,OD ,,"TOPIC: ""THE HISTORY OF ROCK."" This course is intended to develop your understanding of the history and aesthetics of Rock music, from the 1940s to the present, focusing on critical listening and critical making. You will have the opportunity to get to know the basic forms of rock songwriting, develop knowledge of the ways musicians and sound engineers collaborate to create recordings, learn the general history of rock music and its importance to musicians, and read and write rock criticism.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/132/75498.xml
MUS 132,,,ARRANGED,,OD ,,"TOPIC: ""THE HISTORY OF ROCK."" This course is intended to develop your understanding of the history and aesthetics of Rock music, from the 1940s to the present, focusing on critical listening and critical making. You will have the opportunity to get to know the basic forms of rock songwriting, develop knowledge of the ways musicians and sound engineers collaborate to create recordings, learn the general history of rock music and its importance to musicians, and read and write rock criticism.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/132/75499.xml
MUS 132,,R,03:00 PM,03:50 PM,DIS,,"TOPIC: ""THE HISTORY OF ROCK."" This course is intended to develop your understanding of the history and aesthetics of Rock music, from the 1940s to the present, focusing on critical listening and critical making. You will have the opportunity to get to know the basic forms of rock songwriting, develop knowledge of the ways musicians and sound engineers collaborate to create recordings, learn the general history of rock music and its importance to musicians, and read and write rock criticism.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/132/75502.xml
MUS 132,,F,12:00 PM,12:50 PM,DIS,,"TOPIC: ""THE HISTORY OF ROCK."" This course is intended to develop your understanding of the history and aesthetics of Rock music, from the 1940s to the present, focusing on critical listening and critical making. You will have the opportunity to get to know the basic forms of rock songwriting, develop knowledge of the ways musicians and sound engineers collaborate to create recordings, learn the general history of rock music and its importance to musicians, and read and write rock criticism.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/132/75513.xml
MUS 132,,F,01:00 PM,01:50 PM,DIS,,"TOPIC: ""THE HISTORY OF ROCK."" This course is intended to develop your understanding of the history and aesthetics of Rock music, from the 1940s to the present, focusing on critical listening and critical making. You will have the opportunity to get to know the basic forms of rock songwriting, develop knowledge of the ways musicians and sound engineers collaborate to create recordings, learn the general history of rock music and its importance to musicians, and read and write rock criticism.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/132/75514.xml
MUS 132,,,ARRANGED,,OD ,,"TOPIC: ""THE HISTORY OF ROCK."" This course is intended to develop your understanding of the history and aesthetics of Rock music, from the 1940s to the present, focusing on critical listening and critical making. You will have the opportunity to get to know the basic forms of rock songwriting, develop knowledge of the ways musicians and sound engineers collaborate to create recordings, learn the general history of rock music and its importance to musicians, and read and write rock criticism.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/132/75515.xml
MUS 132,,,ARRANGED,,OD ,,"TOPIC: ""THE HISTORY OF ROCK."" This course is intended to develop your understanding of the history and aesthetics of Rock music, from the 1940s to the present, focusing on critical listening and critical making. You will have the opportunity to get to know the basic forms of rock songwriting, develop knowledge of the ways musicians and sound engineers collaborate to create recordings, learn the general history of rock music and its importance to musicians, and read and write rock criticism.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/132/75516.xml
MUS 132,,TR,01:00 PM,01:50 PM,LEC,,"TOPIC: “THE HISTORY OF ROCK.” This course is intended to develop your understanding of the history and aesthetics of Rock music, from the 1940s to the present, focusing on critical listening and critical making. You will have the opportunity to get to know the basic forms of rock songwriting, develop knowledge of the ways musicians and sound engineers collaborate to create recordings, learn the general history of rock music and its importance to musicians, and read and write rock criticism.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/132/73319.xml
NRES 224,,TR,09:30 AM,10:50 AM,LCD,,"If all seats are full, complete the form at http://go.illinois.edu/NRESwaitinglist to be added to the waiting list.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/NRES/224/72910.xml
PORT 150,,TR,02:00 PM,03:20 PM,LCD,,"""Explores ethnic and race relations, gendered and sexualized asymmetries, and class inequities for Brazilians in the US through an interdisciplinary approach grounded in anthropology, cultural studies, and ethnic studies. Students will learn how Brazilian identity in the US is not uniform or static, but rather historically contingent, plural, and contested, and how migrants and their descendants shape “minority” as well as “majority” categories in the US.""     This course satisfies the General Education Criteria for a: Cultural Studies- U.S. Minority Social Science",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/PORT/150/73118.xml
PS 201,,,ARRANGED,,ONL,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/PS/201/70836.xml
PS 201,,,ARRANGED,,ONL,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/PS/201/70837.xml
PS 201,,,ARRANGED,,ONL,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/PS/201/74248.xml
PS 214,,TR,09:30 AM,10:50 AM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/PS/214/73392.xml
PSYC 144,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/PSYC/144.xml
REL 134,,F,11:00 AM,11:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/REL/134/73005.xml
REL 134,,F,12:00 PM,12:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/REL/134/73006.xml
REL 134,,MW,11:00 AM,11:50 AM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/REL/134/72950.xml
REL 234,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/REL/234.xml
REL 258,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/REL/258.xml
RST 230,,,ARRANGED,,ONL,,This is an asynchronous online course using Canvas for all course instruction and interaction. You will receive an email from the instructor with specific directives.,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/RST/230/42924.xml
RUSS 122,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/RUSS/122.xml
SHS 222,,,ARRANGED,,ONL,,The course content and instruction will be delivered using the Canvas course management system https://forms.illinois.edu/sec/371943949   This waitlist is for priority registration in courses for Spring 2024.  This will not affect your ability to register for courses for Fall 2023.,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/SHS/222/63233.xml
SHS 231,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/SHS/231.xml
SOC 170,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/SOC/170.xml
SOC 180,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/SOC/180.xml
SOC 221,,TR,09:30 AM,10:50 AM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/SOC/221/48148.xml
SOC 225,,TR,09:30 AM,10:50 AM,LEC,,"Some seats in this course are reserved for Sociology Majors/minors, with the remainder open.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/SOC/225/48829.xml
SOC 225,,MWF,11:00 AM,11:50 AM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/SOC/225/43262.xml
SOCW 297,,TR,09:30 AM,10:45 AM,LCD,,Restricted to SOCW Majors/Minors until July 30th.,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/SOCW/297/64420.xml
SOCW 297,,MW,05:00 PM,06:15 PM,LCD,,Restricted to SCOW Majors/Minors until July 30th.,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/SOCW/297/76942.xml
SOCW 300,,TR,11:00 AM,12:15 PM,LCD,Not intended for students with Freshman class standing.,The majority of all seats are reserved for Social Work majors and minors.  The remaining seats will open July 30th to the rest of campus.,Not intended for First Time Freshman students.,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/SOCW/300/60015.xml
SOCW 300,,TR,02:00 PM,03:15 PM,LCD,Not intended for students with Freshman class standing.,The majority of all seats are reserved for Social Work majors and minors.  The remaining seats will open July 30th to the rest of campus.  Not intended for First Time Freshman.,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/SOCW/300/63068.xml
